0,0.187311,-235.219,-752.7,0.120915
1,0.187311,-235.219,-752.7,0.120915
2,0.187311,-235.219,-752.7,0.120915
3,0.187311,-235.219,-752.7,0.120915
4,0.187311,-235.219,-752.7,0.120915
5,0.187311,-235.219,-752.7,0.120915
6,0.187311,-235.219,-752.7,0.120915
7,0.187311,-235.219,-752.7,0.120915
8,0.187311,-235.219,-752.7,0.120915
9,0.187311,-235.219,-752.7,0.120915
10,0.187311,-235.219,-752.7,0.120915
11,0.187311,-235.219,-752.7,0.120915
12,0.187311,-235.219,-752.7,0.120915
13,0.187311,-235.219,-752.7,0.120915
14,0.187311,-235.219,-752.7,0.120915
15,0.187311,-235.219,-752.7,0.120915
16,0.187311,-235.219,-752.7,0.120915
17,0.187311,-235.219,-752.7,0.120915
18,0.187311,-235.219,-752.7,0.120915
19,0.187311,-235.219,-752.7,0.120915
20,0.187311,-235.219,-752.7,0.120915
21,0.187311,-235.219,-752.7,0.120915
22,0.187311,-235.219,-752.7,0.120915
23,0.187311,-235.219,-752.7,0.120915
24,0.187311,-235.219,-752.7,0.120915
25,0.187311,-235.219,-752.7,0.120915
26,0.187311,-235.219,-752.7,0.120915
27,0.187311,-235.219,-752.7,0.120915
28,0.187311,-235.219,-752.7,0.120915
29,0.187311,-235.219,-752.7,0.120915
30,0.187311,-235.219,-752.7,0.120915
31,0.187311,-235.219,-752.7,0.120915
32,0.187311,-235.219,-752.7,0.120915
33,0.187311,-235.219,-752.7,0.120915
34,0.187311,-235.219,-752.7,0.120915
35,0.187311,-235.219,-752.7,0.120915
36,0.187311,-235.219,-752.7,0.120915
37,0.187311,-235.219,-752.7,0.120915
38,0.187311,-235.219,-752.7,0.120915
39,0.187311,-235.219,-752.7,0.120915
40,0.187311,-235.219,-752.7,0.120915
41,0.187311,-235.219,-752.7,0.120915
42,0.187311,-235.219,-752.7,0.120915
43,0.187311,-235.219,-752.7,0.120915
44,0.187311,-235.219,-752.7,0.120915
45,0.187311,-235.219,-752.7,0.120915
46,0.187311,-235.219,-752.7,0.120915
47,0.187311,-235.219,-752.7,0.120915
48,0.187311,-235.219,-752.7,0.120915
49,0.187311,-235.219,-752.7,0.120915
50,0.187311,-235.219,-752.7,0.120915
51,0.187311,-235.219,-752.7,0.120915
52,0.187311,-235.219,-752.7,0.120915
53,0.187311,-235.219,-752.7,0.120915
54,0.187311,-235.219,-752.7,0.120915
55,0.187311,-235.219,-752.7,0.120915
56,0.187311,-235.219,-752.7,0.120915
57,0.187311,-235.219,-752.7,0.120915
58,0.187311,-235.219,-752.7,0.120915
59,0.187311,-235.219,-752.7,0.120915
60,0.187311,-235.219,-752.7,0.120915
61,0.187311,-235.219,-752.7,0.120915
62,0.187311,-235.219,-752.7,0.120915
63,0.187311,-235.219,-752.7,0.120915
64,0.187311,-235.219,-752.7,0.120915
65,0.187311,-235.219,-752.7,0.120915
66,0.187311,-235.219,-752.7,0.120915
67,0.187311,-235.219,-752.7,0.120915
68,0.187311,-235.219,-752.7,0.120915
69,0.187311,-235.219,-752.7,0.120915
70,0.187311,-235.219,-752.7,0.120915
71,0.187311,-235.219,-752.7,0.120915
72,0.187311,-235.219,-752.7,0.120915
73,0.187311,-235.219,-752.7,0.120915
74,0.187311,-235.219,-752.7,0.120915
75,0.187311,-235.219,-752.7,0.120915
76,0.187311,-235.219,-752.7,0.120915
77,0.187311,-235.219,-752.7,0.120915
78,0.187311,-235.219,-752.7,0.120915
79,0.187311,-235.219,-752.7,0.120915
80,0.187311,-235.219,-752.7,0.120915
81,0.187311,-235.219,-752.7,0.120915
82,0.187311,-235.219,-752.7,0.120915
83,0.187311,-235.219,-752.7,0.120915
84,0.187311,-235.219,-752.7,0.120915
85,0.187311,-235.219,-752.7,0.120915
86,0.187311,-235.219,-752.7,0.120915
87,0.187311,-235.219,-752.7,0.120915
88,0.187311,-235.219,-752.7,0.120915
89,0.187311,-235.219,-752.7,0.120915
90,0.187311,-235.219,-752.7,0.120915
91,0.187311,-235.219,-752.7,0.120915
92,0.187311,-235.219,-752.7,0.120915
93,0.187311,-235.219,-752.7,0.120915
94,0.187311,-235.219,-752.7,0.120915
95,0.187311,-235.219,-752.7,0.120915
96,0.187311,-235.219,-752.7,0.120915
97,0.187311,-235.219,-752.7,0.120915
98,0.187311,-235.219,-752.7,0.120915
99,0.187311,-235.219,-752.7,0.120915
100,0.187311,-235.219,-752.7,0.120915
101,0.187311,-235.219,-752.7,0.120915
102,0.187311,-235.219,-752.7,0.120915
103,0.187311,-235.219,-752.7,0.120915
104,0.187311,-235.219,-752.7,0.120915
105,0.187311,-235.219,-752.7,0.120915
106,0.187311,-235.219,-752.7,0.120915
107,0.187311,-235.219,-752.7,0.120915
108,0.187311,-235.219,-752.7,0.120915
109,0.187311,-235.219,-752.7,0.120915
110,0.187311,-235.219,-752.7,0.120915
111,0.187311,-235.219,-752.7,0.120915
112,0.187311,-235.219,-752.7,0.120915
113,0.187311,-235.219,-752.7,0.120915
114,0.187311,-235.219,-752.7,0.120915
115,0.187311,-235.219,-752.7,0.120915
116,0.187311,-235.219,-752.7,0.120915
117,0.187311,-235.219,-752.7,0.120915
118,0.187311,-235.219,-752.7,0.120915
119,0.187311,-235.219,-752.7,0.120915
120,0.187311,-235.219,-752.7,0.120915
121,0.187311,-235.219,-752.7,0.120915
122,0.187311,-235.219,-752.7,0.120915
123,0.187311,-235.219,-752.7,0.120915
124,0.187311,-235.219,-752.7,0.120915
125,0.187311,-235.219,-752.7,0.120915
126,0.187311,-235.219,-752.7,0.120915
127,0.187311,-235.219,-752.7,0.120915
128,0.187311,-235.219,-752.7,0.120915
129,0.187311,-235.219,-752.7,0.120915
130,0.187311,-235.219,-752.7,0.120915
131,0.187311,-235.219,-752.7,0.120915
132,0.187311,-235.219,-752.7,0.120915
133,0.187311,-235.219,-752.7,0.120915
134,0.187311,-235.219,-752.7,0.120915
135,0.187311,-235.219,-752.7,0.120915
136,0.187311,-235.219,-752.7,0.120915
137,0.187311,-235.219,-752.7,0.120915
138,0.187311,-235.219,-752.7,0.120915
139,0.187311,-235.219,-752.7,0.120915
140,0.187311,-235.219,-752.7,0.120915
141,0.187311,-235.219,-752.7,0.120915
142,0.187311,-235.219,-752.7,0.120915
143,0.187311,-235.219,-752.7,0.120915
144,0.187311,-235.219,-752.7,0.120915
145,0.187311,-235.219,-752.7,0.120915
146,0.187311,-235.219,-752.7,0.120915
147,0.187311,-235.219,-752.7,0.120915
148,0.187311,-235.219,-752.7,0.120915
149,0.187311,-235.219,-752.7,0.120915
150,0.187311,-235.219,-752.7,0.120915
151,0.187311,-235.219,-752.7,0.120915
152,0.187311,-235.219,-752.7,0.120915
153,0.187311,-235.219,-752.7,0.120915
154,0.187311,-235.219,-752.7,0.120915
155,0.187311,-235.219,-752.7,0.120915
156,0.187311,-235.219,-752.7,0.120915
157,0.187311,-235.219,-752.7,0.120915
158,0.187311,-235.219,-752.7,0.120915
159,0.187311,-235.219,-752.7,0.120915
160,0.187311,-235.219,-752.7,0.120915
161,0.187311,-235.219,-752.7,0.120915
162,0.187311,-235.219,-752.7,0.120915
163,0.187311,-235.219,-752.7,0.120915
164,0.187311,-235.219,-752.7,0.120915
165,0.187311,-235.219,-752.7,0.120915
166,0.187311,-235.219,-752.7,0.120915
167,0.187311,-235.219,-752.7,0.120915
168,0.187311,-235.219,-752.7,0.120915
169,0.187311,-235.219,-752.7,0.120915
170,0.187311,-235.219,-752.7,0.120915
171,0.187311,-235.219,-752.7,0.120915
172,0.187311,-235.219,-752.7,0.120915
173,0.187311,-235.219,-752.7,0.120915
