0.1,0
0.149,4.5287e-258
0.198,7.01248e-81
0.247,4.40795e-32
0.296,1.27714e-14
0.345,2.97126e-07
0.394,0.000865916
0.443,0.0486115
0.492,0.404515
0.541,1.24874
0.59,2.23646
0.639,2.93228
0.688,3.1971
0.737,3.11806
0.786,2.84035
0.835,2.4813
0.884,2.11338
0.933,1.77352
0.982,1.47641
1.031,1.22469
1.08,1.0152
1.129,0.842604
1.178,0.701095
1.227,0.585273
1.276,0.490433
1.325,0.412632
1.374,0.348632
1.423,0.295809
1.472,0.252047
1.521,0.215649
1.57,0.185254
1.619,0.159767
1.668,0.13831
1.717,0.120172
1.766,0.104781
1.815,0.0916701
1.864,0.0804605
1.913,0.070842
1.962,0.0625601
2.011,0.0554052
2.06,0.0492038
2.109,0.0438122
2.158,0.0391105
2.207,0.0349985
2.256,0.0313923
2.305,0.0282211
2.354,0.0254252
2.403,0.0229541
2.452,0.0207648
2.501,0.0188206
2.55,0.0170902
2.599,0.0155468
2.648,0.0141672
2.697,0.0129317
2.746,0.011823
2.795,0.0108262
2.844,0.00992839
2.893,0.00911832
2.942,0.00838617
2.991,0.00772334
3.04,0.0071223
3.089,0.00657646
3.138,0.00608
3.187,0.00562779
3.236,0.00521531
3.285,0.00483854
3.334,0.00449394
3.383,0.00417834
3.432,0.00388895
3.481,0.00362327
3.53,0.00337905
3.579,0.00315431
3.628,0.00294726
3.677,0.00275629
3.726,0.00257997
3.775,0.00241701
3.824,0.00226624
3.873,0.00212661
3.922,0.00199717
3.971,0.00187707
4.02,0.00176553
4.069,0.00166184
4.118,0.00156538
4.167,0.00147555
4.216,0.00139183
4.265,0.00131375
4.314,0.00124087
4.363,0.00117278
4.412,0.00110913
4.461,0.00104957
4.51,0.000993812
4.559,0.000941569
4.608,0.000892587
4.657,0.00084663
4.706,0.000803482
4.755,0.000762946
4.804,0.000724839
4.853,0.000688993
4.902,0.000655253
4.951,0.000623476
